Seed,ID,Energy,Psi(deg),Impact(km),Ground(km),Triggered,Psi(deg),Impact(km),Ground(km),Cherenkov,Psi(deg),Impact(km),Ground(km)
1,42,1.26E+19,94.748912,24.045355,24.109597,1,90.870992,22.696938,22.697192,1,98.380302,25.171275,25.409043
1,43,1.87E+19,96.45397,30.024577,30.188483,1,72.49817,19.468046,20.493977,1,98.389771,30.487915,30.781603
1,44,1.59E+19,96.945257,30.884791,31.087169,1,80.774566,23.675162,24.021987,1,98.19352,31.266227,31.557892
1,45,4.31E+20,91.071407,15.075435,15.078823,1,58.404485,9.436609,11.451723,0,0,0,0
1,46,1.12E+19,85.067208,3.728448,3.764937,1,90.351363,4.018536,4.022361,0,0,0,0
1,47,2.70E+19,97.723451,33.936538,34.220624,1,84.839983,27.466127,27.596714,1,103.914717,36.511528,37.566245
1,48,4.91E+20,108.16764,20.041429,21.028132,1,100.798192,18.084796,18.373661,1,106.813838,19.436924,20.245398
1,49,5.42E+19,72.637323,27.05667,28.428856,1,54.569216,16.62512,20.584558,1,76.468291,29.050909,29.942151
1,50,2.79E+18,88.807675,6.469221,6.482031,1,94.234906,6.99636,7.000667,1,87.167915,6.249566,6.276541
1,51,1.60E+19,103.290164,34.188912,35.081354,1,64.461538,16.479979,18.364706,1,146.516673,48.47879,87.559419
1,52,3.80E+19,60.314946,35.844677,41.379618,1,58.717475,34.086719,40.013283,1,59.360477,34.808052,40.580813
1,53,1.74E+20,126.527019,26.32115,32.567697,1,116.777767,24.258435,27.045454,1,124.440141,25.739543,31.037076
1,54,2.48E+19,86.802788,30.904142,30.964146,1,83.577889,28.998008,29.204337,1,85.349193,29.933188,30.04902
1,55,1.83E+19,53.134892,16.38078,20.648709,1,50.065941,14.728049,19.401076,0,0,0,0
1,56,8.46E+20,87.347444,22.384002,22.418181,1,86.934867,22.225486,22.268949,1,95.497756,25.303264,25.401717
1,57,6.22E+20,94.629924,13.676655,13.706176,1,100.779212,14.74769,14.974517,0,0,0,0
1,58,3.09E+20,122.438157,20.000675,23.512395,1,124.714904,20.395454,24.608713,0,0,0,0
1,59,9.28E+19,64.565452,18.762753,20.873373,1,63.458539,18.178377,20.421586,1,65.62472,19.248267,21.224261
1,60,1.38E+20,96.925416,28.079573,28.262323,1,94.226423,26.755876,26.814778,1,98.410515,28.369573,28.64907
1,61,3.24E+20,64.476951,39.878792,44.287438,1,63.535131,38.935193,43.593097,1,82.749477,58.923573,59.424359
1,62,3.85E+19,119.820248,12.966778,14.828845,1,118.223158,12.783053,14.398542,1,118.776154,12.748249,14.432477
1,63,1.94E+19,87.958246,7.220143,7.23485,1,87.733592,7.204414,7.22098,1,89.051744,7.361002,7.368192
1,64,5.38E+20,108.774868,36.29016,38.226601,1,104.415618,34.511422,35.556083,1,112.109752,37.330051,40.170021
1,65,1.23E+19,112.806704,32.973817,35.675809,1,77.649548,18.98362,19.484124,1,167.043663,44.730445,198.522111
1,66,1.53E+20,44.428645,38.329789,54.959679,1,40.945479,33.235783,50.946244,1,44.815613,38.837967,55.304493
1,67,2.54E+20,64.735666,32.848063,36.420429,1,64.495561,32.560232,36.174824,1,66.235423,34.037075,37.28197
1,68,2.64E+20,68.375022,16.802614,18.155194,1,68.183924,16.719864,18.090868,1,69.33818,17.22904,18.489918
1,69,3.59E+20,149.721288,25.322209,49.86141,1,91.790174,14.558799,14.560855,1,151.045678,24.753208,50.75156
1,70,3.90E+19,43.486297,8.941107,13.217255,1,42.278675,8.521793,12.901766,1,43.230587,8.985208,13.345051
1,71,2.61E+20,68.927704,36.802861,39.518811,1,69.703717,37.47075,40.026602,1,167.158546,98.698924,443.194247
1,72,3.05E+20,34.551237,26.975746,47.865308,1,33.940369,25.997824,46.871418,0,0,0,0
1,73,3.05E+19,80.811679,27.132957,27.519133,1,77.269555,25.312728,25.997197,1,89.228684,31.324982,31.331202
1,74,2.43E+19,133.833946,6.639083,9.013178,1,134.537425,6.684356,9.182355,1,132.744609,6.477851,8.637557
1,75,1.15E+18,80.445905,7.704926,7.849744,1,81.030405,7.702247,7.831941,1,79.516288,7.524653,7.692256
1,76,9.73E+19,97.498786,36.600925,36.89075,1,82.414734,28.758143,29.039463,1,104.041219,39.862573,41.040535
1,77,1.44E+19,147.697713,15.179189,28.072273,1,123.070576,13.176754,15.58826,0,0,0,0
1,78,5.80E+20,88.762736,3.03387,3.048588,1,94.876005,3.412297,3.413344,1,85.840484,2.995482,3.025369
1,79,1.08E+20,77.467805,29.651622,30.422928,1,79.998401,31.026613,31.543248,1,73.254593,27.234659,28.504847
1,80,2.91E+19,103.897418,28.690967,29.49538,1,96.247451,26.179765,26.310028,0,0,0,0
1,81,8.80E+19,99.012605,11.3509,11.46115,1,93.777238,10.483066,10.494048,1,101.641235,11.627709,11.830197
1,82,2.11E+20,84.968062,29.94591,30.083162,1,88.915097,31.895451,31.906417,0,0,0,0
1,83,5.52E+19,164.731901,21.117699,79.362301,1,26.176468,1.61138,4.12147,0,0,0,0
1,84,5.00E+19,85.345965,12.96789,13.035226,1,81.347768,12.080735,12.263142,1,85.773665,13.038889,13.096789
1,85,1.16E+20,91.819862,20.898169,20.903317,1,91.012434,20.670654,20.671315,1,93.646079,21.478799,21.510547
1,86,6.30E+19,102.356754,37.445127,38.289021,1,89.45073,31.02041,31.02446,1,106.832422,39.487432,41.193791
1,87,4.46E+19,89.908576,23.580516,23.581754,1,89.462206,23.43042,23.434256,1,95.099458,25.444536,25.528255
1,88,1.23E+19,102.927595,15.037363,15.382171,1,107.136873,15.669136,16.334494,0,0,0,0
1,89,3.39E+20,141.075784,32.821285,51.983965,1,84.543427,17.639216,17.7404,1,144.369679,32.975396,56.317723
1,90,9.42E+19,152.985966,31.210211,68.28703,1,60.94809,9.648093,11.159577,0,0,0,0
1,91,1.88E+20,46.972339,39.208401,53.822228,1,44.899753,36.15443,51.421174,1,43.35418,34.231059,50.07526
1,92,1.76E+20,87.532524,12.003305,12.024727,1,87.231248,11.781095,11.80623,1,85.403911,11.437577,11.492294
1,93,9.37E+19,89.808216,39.861204,39.862606,1,82.296596,35.029925,35.376689,1,172.263678,73.706718,546.060737
1,94,7.64E+20,133.796018,33.047451,45.553415,1,91.21119,21.318969,21.320004,0,0,0,0
1,95,2.90E+20,86.858038,34.116828,34.179818,1,78.648757,28.981131,29.600379,0,0,0,0
1,96,9.77E+20,89.300005,34.214645,34.220229,1,90.109004,34.465832,34.466095,1,96.939901,38.135083,38.392708
1,97,1.20E+20,46.206315,18.01177,25.183523,1,45.618268,17.663805,24.950629,1,45.074796,17.500703,24.957461
1,98,2.55E+20,97.563507,39.786636,40.109334,1,89.612454,35.081527,35.084296,1,117.482383,49.763997,55.988609
1,99,5.17E+19,107.260502,15.341737,15.989281,1,94.868058,13.037974,13.066277,1,108.791515,15.430823,16.216516
1,100,8.63E+20,79.129695,20.823839,21.243877,1,78.44435,20.403638,20.867838,1,78.21964,20.356918,20.83781
1,101,7.29E+20,58.205015,34.810121,41.086089,1,56.506387,33.086393,39.8132,1,166.011258,119.300713,492.687874
1,102,2.94E+20,45.452544,28.441455,40.150001,1,43.956833,26.821236,38.894678,1,47.593896,30.591489,41.653934
1,103,6.54E+19,48.612259,18.519316,24.87061,1,45.81929,16.587555,23.335339,1,48.917271,18.631089,24.901757
1,104,2.59E+20,161.20028,31.167523,96.092759,1,68.38478,11.025332,11.945137,0,0,0,0
1,105,1.05E+18,96.849974,3.320539,3.323295,1,96.80375,3.316288,3.318957,1,125.518542,4.276277,5.074479
1,106,1.39E+19,90.713375,26.913083,26.91342,1,90.879626,26.934477,26.935319,1,174.086652,48.20277,465.942167
1,107,5.25E+19,149.704895,36.430043,71.838252,1,59.597708,10.872511,12.737614,0,0,0,0
1,108,1.33E+19,80.36641,5.108706,5.229465,1,76.071285,4.683906,4.893698,1,81.970048,5.274576,5.367586
1,109,9.26E+19,72.065162,27.83179,29.319018,1,69.828935,26.288499,28.080726,1,70.836396,26.954998,28.60687
1,110,1.54E+19,117.646513,23.99195,26.977373,1,104.698066,20.873694,21.526953,1,135.487028,27.278865,38.701851
1,111,3.13E+19,91.467995,11.056068,11.056377,1,91.285905,11.038887,11.038988,1,90.93548,10.979663,10.979683
1,112,5.16E+20,84.131897,32.887594,33.082038,1,83.289747,32.406896,32.654613,1,98.31721,40.837767,41.24304
1,113,1.31E+19,61.148276,5.310285,6.198268,1,56.842647,4.655901,5.721539,1,59.885804,5.198503,6.151962
1,114,6.52E+20,92.861756,12.768043,12.775535,1,92.586137,12.734612,12.740117,1,94.531647,13.082146,13.108811
1,115,4.13E+20,155.538778,19.860449,47.155996,1,44.515271,4.559567,6.885028,0,0,0,0
1,116,7.26E+20,57.126119,25.096594,30.024458,1,55.046659,23.577175,28.920335,1,60.575116,27.548252,31.752891
1,117,1.34E+19,86.548959,21.877901,21.93063,1,77.438381,18.111199,18.601038,0,0,0,0
1,118,9.83E+19,113.963418,18.712407,20.386566,1,115.871222,19.06729,21.091828,1,115.638627,18.937282,20.907203
1,119,9.24E+20,85.433946,21.715792,21.80204,1,85.460974,21.754175,21.839628,1,84.238376,21.329503,21.459185
1,120,5.56E+19,148.119739,27.389572,51.501619,1,114.895576,21.884823,24.024247,0,0,0,0
1,121,4.69E+19,91.668783,25.590175,25.595967,1,90.959148,25.259907,25.260882,1,89.953042,24.872843,24.873828
1,122,2.19E+20,88.916035,16.897861,16.905854,1,88.939285,16.590709,16.598462,0,0,0,0
1,123,2.30E+20,156.031119,34.666441,84.883166,1,41.076413,5.001645,7.844932,0,0,0,0
1,124,5.43E+20,73.176708,10.520333,11.059222,1,71.656854,10.192868,10.813477,1,72.532778,10.446975,11.02321
1,125,7.01E+19,50.463919,23.082667,30.10015,1,47.726691,20.880333,28.40617,1,51.869262,24.05496,30.742631
1,126,2.64E+20,117.006513,27.090815,30.297874,1,107.300213,24.312003,25.398177,0,0,0,0
1,127,3.25E+20,77.530686,16.560774,17.006452,1,76.608557,16.196901,16.698618,1,74.037221,15.436224,16.114009
1,128,4.20E+19,97.288476,30.594868,30.819157,1,95.97723,29.974418,30.117992,1,98.02835,30.81755,31.095014
1,129,1.17E+20,58.840062,17.671124,20.77234,1,58.472069,17.512711,20.669198,1,60.987709,18.804802,21.61495
1,130,4.94E+19,116.364542,22.390609,24.888908,1,115.580854,22.24076,24.560302,1,117.549944,22.557916,25.336596
1,131,3.61E+19,95.203806,10.230085,10.254129,1,94.462279,10.133865,10.149393,1,93.669979,10.010423,10.018926
1,132,9.84E+19,57.787129,26.411879,31.35508,1,56.927975,25.821149,30.956047,1,56.718199,25.786254,30.989292
1,133,6.35E+19,66.233828,8.022075,8.924647,1,60.42804,6.835824,8.090508,1,65.102947,7.920124,8.921253
1,134,1.50E+20,69.068141,8.900374,9.609178,1,67.585584,8.588629,9.376603,1,67.877628,8.724767,9.502949
1,135,5.33E+20,94.618838,26.530407,26.601408,1,94.119514,26.347385,26.401958,1,105.228128,30.429506,31.482913
1,136,3.69E+20,149.520464,30.211382,59.216401,1,95.426655,18.546877,18.612182,1,147.030464,29.402325,53.716327
1,137,4.40E+20,93.677988,28.416611,28.463097,1,88.72072,25.927449,25.939156,1,94.035145,28.176653,28.233264
1,138,1.91E+19,154.134468,14.516351,32.842766,1,60.368255,4.780213,5.622525,0,0,0,0
1,139,2.42E+20,145.293554,9.972596,17.201124,1,79.688158,5.059344,5.186812,0,0,0,0
1,140,5.64E+20,158.624558,21.529787,58.5574,1,54.578334,5.486216,6.878107,0,0,0,0
1,141,2.26E+19,107.243622,20.395186,21.242813,1,80.996087,14.480999,14.724282,0,0,0,0
1,142,1.40E+20,91.100275,37.355726,37.359309,1,70.947499,24.903906,26.417046,0,0,0,0
1,143,2.49E+20,131.705529,6.758356,8.820909,1,130.180309,6.689526,8.538606,1,131.025562,6.535492,8.439204
1,144,4.39E+20,75.493373,28.565956,29.560106,1,60.810607,19.517869,22.471603,1,73.246204,26.714576,27.960861
1,145,1.18E+19,88.910128,25.918496,25.927833,1,84.984947,24.29807,24.410069,1,100.61826,30.809076,31.308488
1,146,1.83E+18,97.714407,9.173965,9.232827,1,95.480266,8.8884,8.91227,1,99.015967,9.292797,9.379448
1,147,7.72E+19,89.593373,9.550209,9.555892,1,75.312294,7.20353,7.521834,1,88.052341,9.225977,9.244295
1,148,1.03E+20,170.026096,18.810779,107.451744,1,5.165143,0.122504,3.613802,0,0,0,0
1,149,3.40E+19,142.111808,26.199091,42.393499,1,91.533247,15.928831,15.93032,1,140.921795,25.76611,40.617671
1,150,6.84E+19,54.642978,5.470281,6.944299,1,54.304196,5.347362,6.818777,1,53.651866,5.479806,7.043219
1,151,2.60E+19,149.626553,34.5777,68.033152,1,96.858593,21.5675,21.699133,0,0,0,0
1,152,6.35E+20,110.940442,23.648346,25.213779,1,106.55659,22.539739,23.432326,1,110.731751,23.448404,24.966424
1,153,1.67E+19,116.607755,12.599801,13.989449,1,118.8215,12.86123,14.566549,1,117.36656,12.600856,14.082549
1,154,5.07E+20,119.282927,31.49903,36.002108,1,110.666777,28.800962,30.706935,1,124.274022,32.665529,39.393777
1,155,2.05E+19,91.157004,34.725782,34.729394,1,81.024922,29.013741,29.405711,1,119.33424,48.992639,56.086365
1,156,9.04E+20,16.430494,38.597851,137.183252,1,14.435756,32.909424,132.838985,0,0,0,0
1,157,7.03E+19,139.706639,21.220428,32.418893,1,123.008972,19.609038,23.166038,0,0,0,0
1,158,6.49E+20,63.325702,32.681443,36.685255,1,49.473249,20.8506,27.619756,1,80.617786,47.912576,48.598954
1,159,1.33E+20,68.312297,18.421002,19.905345,1,58.279775,13.81011,16.360752,0,0,0,0
1,160,3.92E+20,102.68826,38.623508,39.54249,1,101.535391,37.900325,38.638403,1,97.819868,36.037077,36.34648
1,161,3.49E+19,118.263051,22.843623,25.828667,1,117.778418,22.746532,25.604626,1,128.444591,24.681061,31.354316
1,162,5.97E+20,89.1776,20.415821,20.421777,1,88.779681,20.309144,20.318999,1,92.475797,21.483032,21.495384
1,163,1.57E+20,52.405402,36.079576,45.71234,1,50.216095,33.47552,43.752996,1,138.779935,331.78829,503.246894
1,164,2.22E+19,145.087814,24.310192,42.188271,1,89.572344,14.19812,14.20145,0,0,0,0
1,165,7.13E+19,84.039761,25.959792,26.122667,1,82.575758,25.097175,25.336363,1,105.853991,35.281651,36.620229
1,166,7.49E+19,59.157188,21.903818,25.632671,1,59.141987,21.699575,25.398846,1,53.940612,18.762008,23.355908
1,167,3.93E+20,83.118704,28.134369,28.363549,1,82.519163,27.8608,28.127165,1,89.979592,31.525012,31.52573
1,168,9.98E+19,107.910864,35.054307,36.742589,1,110.331884,35.9662,38.244382,0,0,0,0
1,169,3.44E+20,78.228057,29.615731,30.297406,1,80.981674,31.148532,31.573101,1,75.87865,28.33831,29.275981
1,170,8.19E+20,89.822046,33.539859,33.541238,1,50.073499,12.299125,16.206747,0,0,0,0
1,171,1.58E+20,85.051957,34.658763,34.806523,1,48.357881,13.546961,18.308548,0,0,0,0
1,172,1.09E+20,87.909314,34.760267,34.791298,1,83.517421,31.856631,32.084976,1,91.947908,36.655606,36.670543
1,173,2.07E+20,161.510493,31.931049,99.915193,1,32.212032,3.384339,6.760615,0,0,0,0
1,174,1.68E+19,101.949049,13.714578,13.973708,1,100.545714,13.479373,13.671961,1,104.1818,14.033933,14.42143
1,175,1.56E+19,85.972148,17.784757,17.870742,1,4.374047,2.360473,37.230337,0,0,0,0
1,176,4.27E+19,96.012571,32.369249,32.522877,1,76.052295,24.057056,24.851318,0,0,0,0
1,177,9.22E+19,130.920725,27.046916,35.599741,1,70.029836,10.755108,11.526768,1,120.39846,23.976201,27.667087
1,178,8.79E+20,91.033188,38.556598,38.557924,1,74.113958,28.245858,29.475542,1,94.697466,40.471062,40.578633
1,179,3.68E+19,87.327551,38.591686,38.664707,1,61.930348,26.598148,30.446036,0,0,0,0
1,180,1.33E+19,104.515691,27.381525,28.231196,1,99.347807,25.529685,25.839802,1,110.938976,29.275792,31.266771
1,181,1.58E+20,100.941055,39.533732,40.187292,1,99.629558,39.172644,39.663711,0,0,0,0
1,182,7.44E+20,88.665024,38.217824,38.234051,1,89.919569,38.994935,38.995925,1,90.880854,39.577697,39.579574
1,183,2.22E+20,76.754249,35.614813,36.63817,1,75.877825,35.013836,36.158392,1,83.822435,40.606121,40.866531
1,184,1.09E+20,63.114159,15.39342,17.459716,1,61.885988,15.057213,17.283005,0,0,0,0
1,185,5.75E+20,154.446288,35.110826,80.974476,1,55.626697,8.911024,10.936155,0,0,0,0
1,186,1.78E+20,72.562396,9.32999,9.844333,1,73.290679,9.447027,9.925624,1,73.925535,9.628654,10.080103
1,187,2.88E+20,99.554596,19.131909,19.36835,1,81.361266,13.759066,13.94902,0,0,0,0
1,188,9.52E+20,82.528805,23.322539,23.550019,1,37.060825,5.44766,9.324713,0,0,0,0
1,189,2.49E+20,165.7776,35.431078,143.400812,1,21.409948,1.614338,4.951254,0,0,0,0
1,190,3.93E+19,99.907191,28.560121,28.95148,1,86.448568,23.182969,23.243682,1,105.219979,30.174212,31.206771
1,191,8.24E+17,87.739311,7.325554,7.342111,1,81.699593,6.637596,6.740614,0,0,0,0
1,192,3.90E+19,104.259966,20.36995,20.966675,1,102.704612,20.001036,20.458032,1,105.757846,20.68374,21.434825
1,193,3.45E+19,118.605541,17.633749,19.975819,1,45.483352,3.51172,5.128929,0,0,0,0
1,194,1.21E+20,59.271827,38.685894,45.201354,1,57.887339,37.133733,44.04745,0,0,0,0
1,195,9.99E+20,67.707622,10.06264,10.964346,1,65.048813,9.403101,10.471718,1,67.888115,10.133029,11.02554
1,196,6.75E+18,73.108465,18.123518,19.007561,1,74.732422,18.71361,19.458426,1,68.302946,16.421685,17.761147
1,197,2.47E+20,114.581262,28.693204,31.460313,1,101.41241,24.711448,25.169627,1,114.954076,28.713924,31.576428
1,198,6.68E+19,71.305581,38.431961,40.648937,1,65.46846,33.362694,36.775864,1,71.781186,38.639413,40.752917
1,199,1.12E+20,98.883018,12.301853,12.421548,1,98.751004,12.167308,12.281459,1,95.127503,11.551745,11.581939
1,200,1.08E+20,88.823638,28.934965,28.945862,1,83.749856,26.331725,26.511834,1,89.961604,29.221338,29.222163
1,201,5.57E+20,67.404824,38.616776,41.955191,1,38.045832,13.963666,23.044565,1,60.888849,32.365927,37.214627
1,202,2.41E+20,67.999551,39.296653,42.473926,1,64.014421,35.113143,39.171529,1,62.384684,33.751724,38.208423
1,203,9.78E+19,125.942736,22.886735,28.116105,1,83.248968,13.490107,13.610997,0,0,0,0
1,204,1.07E+19,66.469885,8.592385,9.508408,1,62.975001,7.89379,9.019967,0,0,0,0
1,205,8.00E+20,118.516362,32.374883,36.736396,1,106.167304,28.202355,29.306123,1,120.493738,32.649192,37.772327
1,206,3.79E+20,77.775143,29.593876,30.337152,1,73.718096,27.216653,28.429644,1,80.901458,31.264638,31.705006
1,207,4.43E+19,116.593745,36.322484,40.505388,1,109.55351,33.785244,35.771972,1,113.23222,35.063129,38.059137
1,208,1.43E+19,108.333053,10.907749,11.409051,1,112.470667,11.381372,12.213372,0,0,0,0
1,209,9.26E+20,85.032021,19.295031,19.399408,1,84.624298,19.284939,19.404278,0,0,0,0
1,210,4.34E+18,89.564435,18.387235,18.390425,1,87.034096,17.533657,17.568849,1,89.286091,18.1991,18.204168
1,211,2.90E+20,121.600978,16.006176,18.670705,1,85.135081,9.591314,9.645126,0,0,0,0
1,212,9.98E+20,16.96425,38.768898,133.687648,1,16.753501,38.461964,134.256953,0,0,0,0
1,213,2.89E+18,111.393223,7.9792,8.493647,1,110.367985,7.891208,8.34563,1,113.34364,8.05749,8.691809
1,214,2.45E+20,49.647751,35.031428,46.220556,1,48.734506,33.527832,44.862292,0,0,0,0
1,215,4.70E+20,154.24408,13.456687,30.543929,1,153.673523,13.440523,29.893337,1,154.994724,13.303649,31.034446
1,216,6.62E+20,35.620959,24.764867,42.827696,1,35.09558,24.22888,42.454515,1,32.309109,21.536081,40.640873
1,217,6.49E+20,125.73048,34.653867,42.525979,1,95.043002,24.68991,24.766829,1,136.188969,37.056968,53.29211
1,218,9.34E+20,93.166532,27.714922,27.746107,1,71.078462,17.928535,19.028361,1,110.459259,34.363263,36.596417
1,219,2.33E+19,131.921245,34.099336,45.582025,1,110.776872,28.642032,30.531058,0,0,0,0
1,220,3.56E+19,65.492855,32.113118,35.401813,1,70.557322,35.822679,38.073531,0,0,0,0
1,221,4.93E+19,133.780897,33.141101,45.589153,1,93.567399,22.974468,23.000917,0,0,0,0
1,222,3.87E+19,90.714592,36.832709,36.833493,1,81.833874,31.716198,32.073254,1,118.831053,51.921151,59.147507
1,223,3.26E+19,107.369367,31.366974,32.798855,1,90.330095,24.87363,24.873736,1,120.492498,35.682032,41.282619
1,224,5.33E+19,102.094896,23.23078,23.715993,1,99.146476,22.314828,22.570778,1,106.217758,24.295801,25.245067
1,225,6.18E+19,119.748938,6.187956,6.989605,1,114.421081,5.881585,6.350338,1,119.832315,6.058262,6.844168
1,226,2.39E+19,62.072669,38.622383,44.081652,1,169.315912,9.584568,48.039127,0,0,0,0
1,227,1.92E+20,81.902923,37.489768,37.896259,1,77.869042,34.679123,35.51476,1,86.708647,40.77592,40.855284
1,228,4.34E+20,86.948066,36.943272,37.009769,1,84.359601,35.354794,35.55209,1,93.430817,40.70666,40.765669
1,229,6.67E+20,74.911915,30.477106,31.63155,1,73.150026,29.39275,30.785599,1,73.973745,29.95595,31.23778
1,230,3.83E+19,4.195122,27.017077,372.830316,1,136.901888,6.784975,9.659089,0,0,0,0
1,231,8.77E+20,96.531954,30.208507,30.383639,1,96.149929,30.006065,30.15886,1,98.034275,30.771099,31.048532
1,232,2.70E+20,96.601062,29.671955,29.846847,1,99.798376,30.856619,31.278518,1,94.751483,28.764173,28.846988
1,233,2.88E+20,46.081215,9.094846,12.820644,1,45.695964,8.972749,12.73523,1,47.382835,9.63824,13.283261
1,234,8.17E+20,113.236985,14.145508,15.296089,1,50.060623,4.498027,7.531413,1,86.796749,13.523077,13.752853
1,235,3.97E+20,86.174048,23.045933,23.11179,1,86.780571,23.275945,23.324966,1,91.684358,25.132751,25.13849
1,236,2.70E+20,169.09071,32.444544,170.211407,1,15.773931,0.895429,4.136396,0,0,0,0
1,237,9.71E+20,126.610028,24.345597,30.152905,1,109.479163,20.731578,21.907368,1,129.158493,24.529638,31.44186
1,238,3.64E+20,101.868397,19.937694,20.331259,1,96.454307,18.294963,18.389664,1,103.143166,19.976262,20.466894
1,239,9.60E+20,101.470964,33.497922,34.140626,1,79.112186,22.8533,23.311587,0,0,0,0
1,240,6.59E+17,116.305415,7.417196,8.171455,1,33.098083,1.267703,2.654627,0,0,0,0
1,241,3.07E+20,41.337894,38.493945,58.508097,1,40.4295,36.93445,57.187987,1,144.728879,220.726696,381.963304
